timestamp,hour,minute,second,cpu_usage,memory_usage,swap_memory,disk_usage_percent,system_uptime_minutes,process_count,active_processes,background_processes,high_cpu_processes,high_memory_processes,python_processes,shell_processes,suspicious_process_names,zombie_processes,cpu_threads,total_threads,thread_to_process_ratio,keyboard_events,keyboard_to_process_ratio,total_open_files,network_connections,total_connections,users_logged_in,cpu_to_keyboard_ratio,keyboard_hardware_interrupts,kernel_context_switches_delta,kernel_sys_read_delta,kernel_sys_write_delta,kernel_openat_delta,kernel_execve_delta,kernel_connect_delta,scenario,collector_type,label
2026-05-26 22:02:51.564099,22,2,51,7.3,46.5,0.0,50.2,93.37,234,234,227,2,4,1,3,5,1,4,779,3.3291,234,1.0,234,17,17,2,0.0312,0,2736,2033,330,1380,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:52.252781,22,2,52,2.5,46.5,0.0,50.2,93.39,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,17,17,2,0.0107,0,2630,2072,348,1390,2,3,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:52.957093,22,2,52,0.0,46.6,0.0,50.2,93.4,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,17,17,2,0.0,0,2529,1986,271,1386,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:53.615289,22,2,53,7.7,46.6,0.0,50.2,93.41,233,233,226,1,4,1,3,5,1,4,775,3.3262,233,1.0,233,17,17,2,0.033,0,2650,1999,297,1379,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:54.277078,22,2,54,4.9,46.6,0.0,50.2,93.42,234,234,227,0,4,1,3,5,1,4,779,3.3291,234,1.0,234,17,17,2,0.0209,0,3286,2685,954,1768,3,2,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:54.964626,22,2,54,4.9,46.6,0.0,50.2,93.43,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,17,17,2,0.0209,0,2591,2019,312,1382,2,4,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:55.655883,22,2,55,5.0,46.6,0.0,50.2,93.44,234,234,227,2,4,1,3,5,1,4,778,3.3248,234,1.0,234,17,17,2,0.0214,0,3158,2282,571,1385,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:56.349046,22,2,56,0.0,46.6,0.0,50.2,93.45,234,234,227,1,4,1,3,5,1,4,778,3.3248,234,1.0,234,17,17,2,0.0,0,2729,2007,301,1381,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:57.032588,22,2,57,4.7,46.6,0.0,50.2,93.47,234,234,227,1,4,1,3,5,1,4,778,3.3248,234,1.0,234,17,17,2,0.0201,0,2599,2070,352,1389,2,3,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:57.713149,22,2,57,5.0,46.6,0.0,50.2,93.48,234,234,227,2,4,1,3,5,1,4,778,3.3248,234,1.0,234,17,17,2,0.0214,0,2655,2030,313,1388,2,0,level3_benign_normal_behavior,ebpf,benign
